description,endedAtTime,identifier,startedAtTime,title,definedIn_identifier,dataInsertedBy_identifier,used_identifier,wasAssociatedWith_identifier,wasInformedBy_identifier,developedBy_identifier,toolInvocation_identifier
Randoop version 4.2.3 data,,Randoop_4_2_3_TEST,,Tests generated by Randoop version 4.2.3,,,,,,Randoop_4_2_3,
